Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;DefaultEmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
XiguaBlock;;Plants;RotBlockBehavior;58;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;xigua;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;0;0;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;0.98;0;FALSE;0.95;;10;2;;;FALSE;Hack;1.5;0;0.15;0;Fruit;20;102;0.66;西瓜可以用来榨汁，也可以分成片吃。注意，西瓜腐烂的很快，也吃不饱！
RottenXiguaBlock;;Plants;;59;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;rottenxigua;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;0;0;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;0.98;0;FALSE;0.95;;10;2;;;FALSE;Hack;1.5;0;0.1;0.75;Fruit;;160;0.66;西瓜烂了，感觉吃了会出事。。。

CocoWoodBlock;可可树木头;食品工艺-植物;WoodBlockBehavior;39;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#;1;0.01;0;100;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;FALSE;Hack;5;1;;;;;;1;可可树的木头
OrangeWoodBlock;橘子树木头;食品工艺-植物;WoodBlockBehavior;39;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#;1;0.01;0;100;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;FALSE;Hack;5;1;;;;;;1;橘子树的木头
AppleWoodBlock;苹果树木头;食品工艺-植物;WoodBlockBehavior;39;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#;1;0.01;0;100;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;FALSE;Hack;5;1;;;;;;1;苹果树的木头
LorejunWoodBlock;老君木;食品工艺-植物;WoodBlockBehavior;39;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;ljwood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#;1;0.01;0;100;0.5;1;0.5;FALSE;FALSE;5;200;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;0;Infinity;;;FALSE;Hack;60;1;;;;;;1;老君木非常坚硬，不可被爆炸摧毁，也很难挖掘。这是一个非常特殊的树种（内涵作者）
YinghuaWoodBlock;樱花树的木头;食品工艺-植物;WoodBlockBehavior;39;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;yhwood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#;1;0.01;0;100;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;FALSE;Hack;5;1;;;;;;1;樱花树的木头

CocoLeavesBlock;可可树叶;食品工艺-植物;WoodBlockBehavior;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cocoleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;FALSE;Hack;0;0.5;;;;;52;1;
OrangeLeavesBlock;橘子树叶;食品工艺-植物;WoodBlockBehavior;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;orangeleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;FALSE;Hack;0;0.5;;;;;246;1;长满橘子花的树叶
AppleLeavesBlock;苹果树叶;食品工艺-植物;WoodBlockBehavior;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;appleleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;FALSE;Hack;0;0.5;;;;;245;1;开满苹果花的树叶
LorejunLeavesBlock;老君树叶;食品工艺-植物;WoodBlockBehavior;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;lorejunleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;FALSE;Hack;0;0.5;;;;;52;1;
YinghuaLeavesBlock;樱花树叶;食品工艺-植物;;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;yinghualeaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;FALSE;Hack;0;0.5;;;;;248;1;漂亮的樱花树叶，开满了樱花

FCSaplingBlock;;食品工艺-植物;;55;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;fcsapling;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;FALSE;Hack;0;1;;;Grass;;72;1;
Cocobean;可可豆;食品工艺-植物;RotBlockBehavior;801;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;cocobean;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;100;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;0.1;;Grass;200;250;1;打掉可可树叶可获得可可豆。可可豆可以用来做巧克力或者咖啡，可可树的木头纹路和正常木头不太一样，要注意仔细观察！
Cocofeng;可可粉;食品工艺-植物;RotBlockBehavior;801;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;cocofeng;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;100;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;0.1;;Grass;200;250;1;可可豆磨成可可粉，可可粉是制作巧克力和咖啡的必须原料
Pingguo;苹果;食品工艺-植物;RotBlockBehavior;801;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;pingguo;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;100;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;0.2;;Grass;200;250;1;苹果通过打掉苹果树叶获得。苹果可以吃也可榨汁
Juzi;橘子;食品工艺-植物;RotBlockBehavior;801;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;juzi;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;100;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;0.2;;Grass;80;250;1;橘子通过打掉橘子树叶子获得。橘子可吃可榨汁。
SunFlowerBlock;向日葵;食品工艺-植物;;50;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;sunflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;FALSE;Hack;0;1;;;Grass;;253;1.5;向日葵可以在气候温暖的草原森林找到。向日葵可以提取出瓜子。


Boliping;玻璃瓶;食品工艺-物品;;801;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;boliping;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;64;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;;;;;161;1;玻璃做的一次性空瓶子，可以用来装油和酒。
ShuipingBlock;水瓶;食品工艺-物品;;801;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;shuiping;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;64;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;;;;;161;1;用一桶水分装成水瓶来烧盐

EmptyFCBucketBlock;空玻璃杯;食品工艺-物品;;221;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;boliping2;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;1;0;1;0.8;FALSE;FALSE;0;0;;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;;;;;63;1;可以循环利用的玻璃杯子。（由儒雅提供的模型，鸣谢。）
RottenFruitFCBucketBlock;坏掉的果汁;食品工艺-物品;;221;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;rottenboliping;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;1;0;1;0.8;FALSE;FALSE;0;0;;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;0.1;1;Fruit;;63;1;里面的东西看起来已经腐烂了……不要喝。
YHcarpetBlock;樱花地毯;食品工艺-物品;CarpetBlockBehavior;142;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;yhcarpet;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;1;#;1;;0;40;1;1;0.5;FALSE;FALSE;1;5;Plant;1;1;1;1;;0.1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;10;1;;;FALSE;Hack;2;1;;;;;38;1;落樱形成的樱花地毯，采集可收集樱花来制作更多东西，也可以拿来装饰
CherryflowerBlock;樱花;食品工艺-物品;;207;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;yh;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;1000;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;;;;;198;1;通过采集地上的樱花堆来获得，可以酿酒

FajiaotongBlock;发酵桶;食品工艺-物品;;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;fajiaotong;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;1;#;1;;0;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;FALSE;Quarry;10;1;;;;;1;1;发酵桶是发酵物品的重要机器。
FajiaotongBlock2;;Items;;115;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;fajiaotong2;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;-99;0;13;1;#FurnaceBlock;1;;0;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0.5;0;10;;;FALSE;Quarry;10;1;;;;;1;1;
FCFermentation;硝石转换器;食品工艺-物品;;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;zhuanhuanqi;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;1;#;1;;0;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;FALSE;Quarry;10;1;;;;;1;1;硝石转换器可以把任何物品都转换成硝石！这是来自已经没落的时代的高科技……是那个发达文明的遗迹……
GaoluBlock;高炉;食品工艺-物品;;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;gaolu;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;1;#;1;;0;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;FALSE;Quarry;10;1;;;;;1;1;高炉是工业最基础最重要的机器设备，高炉可以烧高纯度硅，把铁烧成钢。
GaoluBlock2;;Items;;115;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;fajiaotong2;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;-99;0;13;1;#FurnaceBlock;1;;0;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0.5;0;10;;;FALSE;Quarry;10;1;;;;;1;1;
JichuangBlock;机床;食品工艺-物品;;113;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;jichuang;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;0.5;1;0.5;FALSE;FALSE;1;5;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;5;;;FALSE;Hack;5;1;;;;;250;1;机床是工业中非常重要的设备。芯片、活塞等物品必须用机床制作。
LightDustBlock;萤石粉;食品工艺-物品;;51;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;lightdust;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;;;;1000;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;FALSE;;;;;;;;254;1;一种荧光石粉。萤石掉落物
FCMicro;微观提取器;食品工艺-物品;;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;fcmicro;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;1;#;1;;0;1;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;FALSE;Quarry;10;1;;;;;1;1;微观提取器可以提取一些方块中的微生物！这是来自已经没落的时代的高科技……是那个发达文明的遗迹……

XCraftingTableBlock;精密制作台;食品工艺-工业物品;;113;0.6,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;xcraftingtable;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;5;;;FALSE;Hack;5;1;;;;;4;1;来自某个文明的精制台，你既可以在上面制作魔法物品也可以制作工业物品。曾经工业和魔法似乎被认为是两个完全不相干的道路……事实证明，那只是因为科技还不够发达。
XFurnaceBlock;炼制台;食品工艺-魔法物品;;115;0,0,0;1,1,1;1;0.4;0.5,-0.5,-0.6;0,40,0;0.3;0,0.12,0;0,0,45;xfurnace;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;1;#;1;;0;1;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;FALSE;Quarry;10;1;;;;;16;0;来自某个文明的炼药台，你能做出炼药台，想必你一定选择了魔幻的道路。魔法的道路才刚刚开始。
TFurnaceBlock;;Items;;159;0,0,0;1,1,1;1;0.4;0.5,-0.5,-0.6;0,40,0;0.3;0,0.12,0;0,0,45;tfurnace;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;-99;0;13;1;#XFurnaceBlock;1;;0;1;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0.5;0;10;;;FALSE;Quarry;10;1;;;;;16;0;



Dongtai;区块探索藤;食品工艺-工业物品;;47;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;lavagrass;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.8;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;Grass;;85;1.5;用岩浆藤制作的区块探针。在区块范围内的所有变化，岩浆藤都会做出反应。
FCItemBlock;;食品工艺-工业物品;;406;0,0,0;0,0,1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.05,0.05;0, 0, 0;fcitem;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;0;;1;;0;999;0;999;3;FALSE;FALSE;0;0;;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;1;;;;;141;1;
FCDVFoodBlock;;食品工艺-进阶食物和药水;;407;0,0,0;0,0,1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.05,0.05;0, 0, 0;fcdvfood;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;0;;1;;0;999;0;999;3;FALSE;FALSE;0;0;;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;1;;;;;140;1;

FCGlassBlock;工业透明玻璃;食品工艺-方块;;78;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;glass;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;0;0;0;1;;1;;0;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;2;;;FALSE;Quarry;3;0;;;;;67;1;透明的无缝玻璃。好看的同时还抗爆
FCYHGrassBlock;樱花土;食品工艺-方块;;6;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;yhdirt;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#DirtBlock;1;0.005;0;40;0.5;1;3;FALSE;FALSE;0;0;Dirt;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;25;;;FALSE;Shovel;1.5;1;;;;;2;1;樱花土是樱花群系的标志。樱花土非常常见。该土只作为群系标志，无其他作用。
FCRDGrassBlock;热带群系土;食品工艺-方块;;6;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;rddirt;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#DirtBlock;1;0.005;0;40;0.5;1;3;FALSE;FALSE;0;0;Dirt;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;25;;;FALSE;Shovel;1.5;1;;;;;2;1;热带群系土是热带群系的标志。热带群系是深绿色的。该土只作为群系标志，无其他作用。



CoalBlock;;Terrain;;28;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;coalblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;15;0;0;1;#;1;;0;100;0;1;3;FALSE;FALSE;900;600;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;999999;50;;;TRUE;Quarry;8;1;;;;;62;1;
YHWaterBlock;;Terrain;;16;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;;-1;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;1;2;0;0;;1;;0;40;0;1;1;FALSE;FALSE;3;100;;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;50;;;FALSE;;;1;;;;;189;0;
